Column1;country;country_code;indicator;indicator_user;year;value
3160;France;FRA;gdp_per_capita;GDP per Capita (US$);2020;"39055.28							"
3161;France;FRA;gdp_per_capita;GDP per Capita (US$);2021;"43658.98							"
3162;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1960;
3163;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1961;
3164;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1962;
3165;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1963;
3166;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1964;
3167;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1965;
3168;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1966;
3169;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1967;
3170;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1968;
3171;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1969;
3172;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1970;"2761.17							"
3173;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1971;"3192.13							"
3174;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1972;"3809.98							"
3175;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1973;"5046.76							"
3176;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1974;"5639.08							"
3177;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1975;"6236.36							"
3178;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1976;"6634.86							"
3179;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1977;"7682.95							"
3180;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1978;"9482.04							"
3181;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1979;"11281.02							"
3182;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1980;"12138.31							"
3183;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1981;"10209.07							"
3184;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1982;"9913.74							"
3185;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1983;"9864.34							"
3186;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1984;"9313.17							"
3187;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1985;"9429.57							"
3188;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1986;"13461.83							"
3189;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1987;"16677.51							"
3190;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1988;"17931.28							"
3191;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1989;"17764.38							"
3192;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1990;"22303.96							"
3193;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1991;"23357.76							"
3194;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1992;"26438.23							"
3195;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1993;"25522.63							"
3196;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1994;"27076.61							"
3197;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1995;"31658.35							"
3198;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1996;"30485.87							"
3199;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1997;"26964.05							"
3200;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1998;"27289.06							"
3201;Germany;DEU;gdp_per_capita;GDP per Capita (US$);1999;"26734.94							"
3202;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2000;"23694.76							"
3203;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2001;"23628.33							"
3204;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2002;"25197.27							"
3205;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2003;"30310.36							"
3206;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2004;"34106.66							"
3207;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2005;"34520.24							"
3208;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2006;"36353.88							"
3209;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2007;"41640.08							"
3210;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2008;"45612.71							"
3211;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2009;"41650.37							"
3212;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2010;"41572.46							"
3213;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2011;"46705.9							"
3214;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2012;"43855.85							"
3215;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2013;"46298.92							"
3216;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2014;"48023.87							"
3217;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2015;"41103.26							"
3218;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2016;"42136.12							"
3219;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2017;"44652.59							"
3220;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2018;"47939.28							"
3221;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2019;"46793.69							"
3222;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2020;"46772.83							"
3223;Germany;DEU;gdp_per_capita;GDP per Capita (US$);2021;"51203.55							"
3224;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1960;"520.32							"
3225;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1961;"590.78							"
3226;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1962;"617.06							"
3227;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1963;"695.23							"
3228;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1964;"783.71							"
3229;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1965;"899.28							"
3230;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1966;"997.43							"
3231;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1967;"1068.11							"
3232;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1968;"1154.44							"
3233;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1969;"1324.06							"
3234;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1970;"1494.39							"
3235;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1971;"1652.33							"
3236;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1972;"1899.68							"
3237;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1973;"2502.81							"
3238;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1974;"2828.75							"
3239;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1975;"3153.24							"
3240;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1976;"3390.54							"
3241;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1977;"3886.37							"
3242;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1978;"4694.63							"
3243;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1979;"5705.95							"
3244;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1980;"5893.66							"
3245;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1981;"5380.27							"
3246;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1982;"5579.23							"
3247;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1983;"5019.88							"
3248;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1984;"4852.57							"
3249;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1985;"4813.71							"
3250;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1986;"5656.51							"
3251;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1987;"6564.88							"
3252;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1988;"7598.03							"
3253;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1989;"7846.68							"
3254;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1990;"9600.19							"
3255;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1991;"10188.37							"
3256;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1992;"11176.46							"
3257;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1993;"10401.98							"
3258;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1994;"11091.28							"
3259;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1995;"12959.32							"
3260;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1996;"13749.12							"
3261;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1997;"13427.83							"
3262;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1998;"13472.14							"
3263;Greece;GRC;gdp_per_capita;GDP per Capita (US$);1999;"13249.66							"
3264;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2000;"12072.93							"
3265;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2001;"12549.04							"
3266;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2002;"14177.57							"
3267;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2003;"18518.38							"
3268;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2004;"21995.48							"
3269;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2005;"22560.15							"
3270;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2006;"24821.94							"
3271;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2007;"28863.97							"
3272;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2008;"32127.98							"
3273;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2009;"29828.76							"
3274;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2010;"26716.65							"
3275;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2011;"25483.88							"
3276;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2012;"21913.0							"
3277;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2013;"21787.79							"
3278;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2014;"21616.71							"
3279;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2015;"18083.88							"
3280;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2016;"17923.97							"
3281;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2017;"18582.09							"
3282;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2018;"19756.99							"
3283;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2019;"19144.28							"
3284;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2020;"17658.95							"
3285;Greece;GRC;gdp_per_capita;GDP per Capita (US$);2021;"20192.6							"
3286;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1960;
3287;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1961;
3288;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1962;
3289;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1963;
3290;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1964;
3291;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1965;
3292;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1966;
3293;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1967;
3294;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1968;
3295;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1969;
3296;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1970;
3297;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1971;
3298;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1972;
3299;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1973;
3300;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1974;
3301;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1975;
3302;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1976;
3303;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1977;
3304;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1978;
3305;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1979;
3306;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1980;
3307;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1981;
3308;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1982;
3309;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1983;
3310;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1984;
3311;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1985;
3312;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1986;
3313;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1987;
3314;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1988;
3315;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1989;
3316;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1990;
3317;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1991;"3350.26							"
3318;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1992;"3735.11							"
3319;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1993;"3873.99							"
3320;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1994;"4173.37							"
3321;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1995;"4494.71							"
3322;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1996;"4525.04							"
3323;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1997;"4596.18							"
3324;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1998;"4744.21							"
3325;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);1999;"4793.48							"
3326;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2000;"4624.28							"
3327;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2001;"5276.03							"
3328;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2002;"6655.33							"
3329;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2003;"8419.43							"
3330;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2004;"10301.7							"
3331;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2005;"11223.4							"
3332;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2006;"11489.56							"
3333;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2007;"13940.91							"
3334;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2008;"15772.33							"
3335;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2009;"13077.31							"
3336;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2010;"13217.5							"
3337;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2011;"14234.47							"
3338;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2012;"12984.84							"
3339;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2013;"13715.07							"
3340;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2014;"14294.26							"
3341;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2015;"12717.04							"
3342;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2016;"13104.7							"
3343;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2017;"14621.24							"
3344;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2018;"16425.1							"
3345;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2019;"16782.95							"
3346;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2020;"16120.99							"
3347;Hungary;HUN;gdp_per_capita;GDP per Capita (US$);2021;"18728.12							"
3348;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1960;"1414.98							"
3349;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1961;"1418.13							"
3350;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1962;"1562.23							"
3351;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1963;"1831.71							"
3352;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1964;"2297.92							"
3353;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1965;"2723.52							"
3354;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1966;"3215.69							"
3355;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1967;"3125.65							"
3356;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1968;"2354.48							"
3357;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1969;"2039.2							"
3358;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1970;"2576.35							"
3359;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1971;"3252.1							"
3360;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1972;"4014.84							"
3361;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1973;"5437.34							"
3362;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1974;"7040.55							"
3363;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1975;"6454.18							"
3364;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1976;"7583.28							"
3365;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1977;"9957.25							"
3366;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1978;"11236.74							"
3367;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1979;"12640.64							"
3368;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1980;"14821.82							"
3369;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1981;"15137.25							"
3370;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1982;"13711.74							"
3371;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1983;"11671.81							"
3372;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1984;"11959.54							"
3373;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1985;"12361.19							"
3374;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1986;"16406.05							"
3375;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1987;"22453.19							"
3376;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1988;"24451.97							"
3377;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1989;"22434.35							"
3378;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1990;"25384.92							"
3379;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1991;"26802.99							"
3380;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1992;"27124.27							"
3381;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1993;"23579.8							"
3382;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1994;"24018.63							"
3383;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1995;"26633.59							"
3384;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1996;"27614.88							"
3385;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1997;"27919.19							"
3386;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1998;"31030.05							"
3387;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);1999;"32381.63							"
3388;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2000;"32096.37							"
3389;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2001;"28897.44							"
3390;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2002;"32409.22							"
3391;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2003;"39476.7							"
3392;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2004;"47334.93							"
3393;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2005;"56794.85							"
3394;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2006;"57492.93							"
3395;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2007;"69495.73							"
3396;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2008;"56943.37							"
3397;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2009;"41301.27							"
3398;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2010;"43237.07							"
3399;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2011;"47714.59							"
3400;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2012;"45995.55							"
3401;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2013;"49804.98							"
3402;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2014;"54576.74							"
3403;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2015;"52951.68							"
3404;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2016;"61987.93							"
3405;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2017;"72010.15							"
3406;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2018;"74461.48							"
3407;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2019;"68853.72							"
3408;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2020;"59200.18							"
3409;Iceland;ISL;gdp_per_capita;GDP per Capita (US$);2021;"68727.64							"
3410;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1960;"685.61							"
3411;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1961;"739.28							"
3412;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1962;"797.01							"
3413;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1963;"852.14							"
3414;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1964;"965.14							"
3415;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1965;"1023.77							"
3416;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1966;"1074.51							"
3417;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1967;"1152.0							"
3418;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1968;"1124.52							"
3419;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1969;"1291.35							"
3420;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1970;"1486.51							"
3421;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1971;"1703.93							"
3422;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1972;"2080.47							"
3423;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1973;"2424.27							"
3424;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1974;"2516.93							"
3425;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1975;"2973.4							"
3426;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1976;"2919.58							"
3427;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1977;"3427.07							"
3428;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1978;"4399.99							"
3429;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1979;"5429.96							"
3430;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1980;"6372.44							"
3431;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1981;"5986.15							"
3432;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1982;"6160.64							"
3433;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1983;"5915.24							"
3434;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1984;"5692.03							"
3435;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1985;"6011.74							"
3436;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1986;"8112.17							"
3437;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1987;"9581.91							"
3438;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1988;"10715.87							"
3439;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1989;"11175.82							"
3440;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1990;"14031.3							"
3441;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1991;"14087.21							"
3442;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1992;"15714.38							"
3443;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1993;"14657.06							"
3444;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1994;"15902.93							"
3445;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1995;"19158.46							"
3446;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1996;"20835.9							"
3447;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1997;"22551.11							"
3448;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1998;"24294.85							"
3449;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);1999;"26338.11							"
3450;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2000;"26334.57							"
3451;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2001;"28282.41							"
3452;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2002;"32705.43							"
3453;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2003;"41203.53							"
3454;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2004;"47754.2							"
3455;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2005;"50933.02							"
3456;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2006;"54329.16							"
3457;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2007;"61396.42							"
3458;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2008;"61353.11							"
3459;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2009;"52133.09							"
3460;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2010;"48663.6							"
3461;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2011;"52183.13							"
3462;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2012;"49054.7							"
3463;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2013;"51546.35							"
3464;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2014;"55643.06							"
3465;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2015;"62053.98							"
3466;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2016;"62895.91							"
3467;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2017;"69970.95							"
3468;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2018;"79250.39							"
3469;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2019;"80927.07							"
3470;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2020;"85420.19							"
3471;Ireland;IRL;gdp_per_capita;GDP per Capita (US$);2021;"100172.08							"
3472;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1960;"804.49							"
3473;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1961;"887.34							"
3474;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1962;"990.26							"
3475;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1963;"1126.02							"
3476;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1964;"1222.54							"
3477;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1965;"1304.45							"
3478;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1966;"1402.44							"
3479;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1967;"1533.69							"
3480;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1968;"1651.94							"
3481;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1969;"1813.39							"
3482;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1970;"2106.86							"
3483;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1971;"2305.61							"
3484;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1972;"2671.14							"
3485;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1973;"3205.25							"
3486;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1974;"3621.15							"
3487;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1975;"4106.99							"
3488;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1976;"4033.1							"
3489;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1977;"4603.6							"
3490;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1978;"5610.5							"
3491;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1979;"6990.29							"
3492;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1980;"8456.92							"
3493;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1981;"7622.83							"
3494;Italy;ITA;gdp_per_capita;GDP per Capita (US$);1982;"7556.52							"
